image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/d/d4/Jennifer_Winget_at_the_25th_SOL_Lions_Gold_Awards_2018_%2815%29_%28cropped%29.jpg,,"Jennifer Winget (born 30 May 1985) is an Indian television actress known for her portrayal of Kumud Desai in Saraswatichandra, Maya Mehrotra in Beyhadh and Zoya Siddiqui in Bepannah. In 2019, Winget played Maya Jaisingh in Sony TV's Beyhadh 2.

",Jennifer Winget
No Images Found,,"Jennifer Kotwal is an Indian actress and model. She was an ace student and completed her studies with a degree in Economics at HR College, Mumbai.
She started her acting career at a very early age of 15 and acted in the lead role in the television teenage drama called Just Mohabbat. Kotwal then did a special appearance in a  Hindi film such as Subhash Ghai's Yaadein, before landing the lead role of a vibrant young journalist, in the 2005 Kannada movie Jogi opposite Shivarajkumar.",Jennifer Kotwal
No Images Found,,"Jayachitra is an actress in South Indian films of the 1970's and 1980's, her work consisting mostly of Tamil and Telugu films.",Jayachitra
No Images Found,,"Jayamala (born 1955) is an Indian actress and Indian politician. She served as the Minister for Women and Child Development and Empowerment of Differently Abled and Senior Citizens in the Government of Karnataka, by virtue of being a member of the Karnataka Legislative Council. She served as the female president of the Karnataka Film Chamber of Commerce between 2008 and 2010. Her popular Kannada films include Premada Kanike, Shankar Guru, Antha and Chandi Chamundi among several others. She has produced and acted in the award-winning Thaayi Saheba.

",Jayamala
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Jaya_B_Big_B%E2%80%99s_birthday.jpg/220px-Jaya_B_Big_B%E2%80%99s_birthday.jpg,,"Jaya Bachchan (née Bhaduri; born on 9 April 1948) is an Indian film actress and politician. She is currently the Member of Parliament in Rajya Sabha from the Samajwadi Party, notably serving four terms since 2004. She is recognised as one of the finest Hindi film actresses of her time, particularly known for reinforcing a naturalistic style of acting in both mainstream and ""middle-of-the-road"" cinema. During her career, she won nine Filmfare Awards: including three for Best Actress and three for Best Supporting Actress, which makes her the overall most-awarded performer in the female acting categories, along with Rani Mukerji. She was awarded the Filmfare Lifetime Achievement Award in 2007. In 1992, she was awarded the Padma Shri by the Government of India.Making her film debut as a teenager in Satyajit Ray's Mahanagar (1963), Bachchan's first screen role as an adult was in Guddi (1971), directed by Hrishikesh Mukherjee, with whom she would collaborate in several films. She was noted for her performances in films including Uphaar (1971), Koshish (1972) and Kora Kagaz (1974), among others. She appeared alongside her husband Amitabh Bachchan in films such as Zanjeer (1973), Abhimaan (1973), Chupke Chupke (1975), Mili (1975) and Sholay (1975).
Following her marriage to actor Amitabh Bachchan and the birth of their children, Bachchan restricted her work in films. After her appearance in the Silsila (1981), she took an indefinite sabbatical from films. She returned to acting with Govind Nihalani's Hazaar Chaurasi Ki Maa in 1998. Since then, she has appeared in several critically and commercially successful films such as Fiza (2000), Kabhi Khushi Kabhie Gham... (2001) and Kal Ho Naa Ho (2003), all which garnered her critical acclaim, as well as several awards and nominations.",Jaya Bachchan
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Jaya_Prada_graces_Perfect_Pati_TV_serial_launch_%2803%29_%28cropped%29.jpg/220px-Jaya_Prada_graces_Perfect_Pati_TV_serial_launch_%2803%29_%28cropped%29.jpg,,"Jaya Prada (born 3 April 1962) is an Indian film actress and politician.Jaya Prada is the recipient of three Filmfare Awards South and has starred in many Telugu, Tamil, Hindi, Kannada, Malayalam, Bengali and Marathi films. She left the film industry at the peak of her career, as she joined the Telugu Desam Party (TDP) in 1994 and entered politics. She was a Member of Parliament (MP) from Rampur from 2004 to 2014.
Some of her memorable films include Anthuleni Katha (1976), Seeta Kalyanam (1976), Adavi Ramudu (1977), Yamagola (1977), Sanaadi Appanna (1977), Siri Siri Muvva (1978),  Sargam (1979), Kaamchor (1982), Kaviratna Kalidasa (1983), Sagara Sangamam (1983), Tohfa (1984), Sharaabi (1984), Maqsad (1984), Sanjog (1985), Aakhree Raasta (1986), Simhasanam (1986), Sindoor (1987) , Samsaram (1988), Elaan-E-Jung (1989), Aaj Ka Arjun (1990), Thanedaar (1990), Maa (1991), Devadoothan (2000), Pranayam (2011), and Krantiveera Sangolli Rayanna (2012). She won the Filmfare Award for Best Actress – Telugu for her performance in Sagara Sangamam. She has also been awarded Filmfare Special Award for her performance in Siri Siri Muvva & Anthuleni Katha (1976).
She has been considered by many as the most beautiful face to grace Indian cinema, courtesy the reticent cinematic maestro Satyajit Ray who called her ""the most beautiful face on the Indian screen"".

",Jaya Prada
No Images Found,,"Jaya Seal is an Indian actress who has acted in several Indian languages. She has appeared in over 15 films.Seal was born in Guwahati, India. She is a graduate of the National School of Drama. She is acclaimed in Assam for Bihu dance.Seal has acted in over 15 films and some TV commercials. She became popular with the TV series Kahani Ghar Ghar Ki. She acted in the film Prithibi Amake Chai.Seal met tabla player Bickram Ghosh on the sets of Hotath Neerar Jonnyo and married him in 2004. Together, they have two children.",Jaya Seal
http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/J_Jayalalithaa.jpg/220px-J_Jayalalithaa.jpg,,"Jayaram Jayalalithaa (24 February 1948 – 5 December 2016) was an Indian politician and film actress who served six times as the Chief Minister of Tamil Nadu for over fourteen years between 1991 and 2016. From 1989 she was the general secretary of the All India Anna Dravida Munnetra Kazhagam (AIADMK), a Dravidian party whose cadre revered her as their Amma (mother) and Puratchi Thalaivi (revolutionary leader). Her critics in the media and the opposition accused her of fostering a personality cult and of demanding absolute loyalty from AIADMK legislators and ministers, who often publicly prostrated themselves before her.Jayalalithaa first came into prominence as a leading film actress in the mid-1960s. Though she had entered the profession reluctantly, upon the urging of her mother to support the family, Jayalalithaa worked prolifically. She appeared in 140 films between 1961 and 1980, primarily in the Tamil, Telugu and Kannada languages. Jayalalithaa received praise for her versatility as an actress and for her dancing skills, earning the sobriquet ""Queen of Tamil Cinema"". Among her frequent co-stars was M. G. Ramachandran, a Tamil cultural icon who leveraged his immense popularity with the masses into a successful political career. In 1982, when MGR was chief minister, Jayalalithaa joined the AIADMK, the party he founded. Her political rise was rapid; within a few years she became AIADMK propaganda secretary and was elected to the Rajya Sabha, the upper house of India's Parliament. After MGR's death in 1987, Jayalalithaa proclaimed herself his political heir and, having fought off the faction headed by Janaki Ramachandran, MGR's widow, emerged as the sole leader of the AIADMK. Following the 1989 election, she became Leader of the Opposition to the DMK-led government headed by Karunanidhi, her bête noire.
In 1991 Jayalalithaa became chief minister, Tamil Nadu's youngest, for the first time. She earned a reputation for centralising state power among a coterie of bureaucrats; her council of ministers, whom she often shuffled around, were largely ceremonial in nature. The successful cradle-baby scheme, which enabled mothers to anonymously offer their newborns for adoption, emerged during this time. Despite an official salary of only a rupee a month, Jayalalithaa indulged in public displays of wealth, culminating in a lavish wedding for her foster son in 1995. In the 1996 election, the AIADMK was nearly wiped out at the hustings; Jayalalithaa herself lost her seat. The new Karunanidhi government filed several corruption cases against her, and she had to spend time in jail. Her fortunes revived in the 1998 general election, as the AIADMK became a key component of Prime Minister Atal Bihari Vajpayee's 1998–99 government; her withdrawal of support toppled it and triggered another general election just a year later.
The AIADMK returned to power in 2001, although Jayalalithaa was personally disbarred from contesting due to the corruption cases. Within a few months of her taking oath as chief minister, in September 2001, she was disqualified from holding office and forced to cede the chair to loyalist O. Panneerselvam. Upon her acquittal six months later, Jayalalithaa returned as chief minister to complete her term. Noted for its ruthlessness to political opponents, many of whom were arrested in midnight raids, her government grew unpopular. Another period (2006–11) in the opposition followed, before Jayalalithaa was sworn in as chief minister for the fourth time after the AIADMK swept the 2011 assembly election. Her government received attention for its extensive social-welfare agenda, which included several subsidised ""Amma""-branded goods such as canteens, bottled water, salt and cement. Three years into her tenure, she was convicted in a disproportionate-assets case, rendering her disqualified to hold office. She returned as chief minister after being acquitted in May 2015. In the 2016 assembly election, she became the first Tamil Nadu chief minister since MGR in 1984 to be voted back into office. That September, she fell severely ill and, following 75 days of hospitalisation, died on 5 December 2016 due to cardiac arrest.",J. Jayalalithaa
http://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Ileana_D%27Cruz_grace_the_trailer_launch_of_Raid_%2816%29_%28cropped%29.jpg/220px-Ileana_D%27Cruz_grace_the_trailer_launch_of_Raid_%2816%29_%28cropped%29.jpg,,"Ileana D'Cruz (born 1 November 1986) is an Indian film actress who appears mainly in Telugu and Hindi films, but also in Tamil films.
D'Cruz won the Filmfare Award for Best Female Debut – South for the 2006 Telugu film Devadasu. She established herself in Telugu cinema with films including Pokiri (2006), Jalsa (2008), Kick (2009) and Julayi (2012). In Tamil cinema, D'Cruz has starred in Kedi (2006) and Shankar's Nanban (2012).In 2012, D'Cruz made her Hindi film debut with Anurag Basu's Barfi!. She then starred in Main Tera Hero (2014), Rustom (2016), and Raid (2018).",Ileana D'Cruz
http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Isha_Talwar_grace_GQ_Style_Awards_%2809%29_%28cropped%29.jpg/220px-Isha_Talwar_grace_GQ_Style_Awards_%2809%29_%28cropped%29.jpg,,"Isha Talwar is an Indian film actress who predominantly works in Malayalam cinema and Hindi cinema, besides appearing in a few films in Tamil and Telugu cinema. She started out as a model and appeared in various commercials, and later made her film debut with the 2012 Malayalam film Thattathin Marayathu.",Isha Talwar
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Aishwarya_Rajesh_at_Rummy_Audio_Launch.jpg/220px-Aishwarya_Rajesh_at_Rummy_Audio_Launch.jpg,,"Aishwarya Rajesh (born 10 January 1990) is an Indian film actress who has appeared in leading roles primarily in Tamil cinema as well as Telugu and Malayalam films with one  Hindi film. She started her career as television presenter in a comedy show called Asatha Povathu Yaaru? on Sun TV. After winning the reality show Maanada Mayilada, she made her debut in Neethana Avan (2010) and came into prominence after starring in Attakathi (2012) portraying the role of Amudha. Her first  Malayalam film was Jomonte Suvisheshangal opposite Dulquer Salmaan and she also acted with Nivin Pauly in her second Malayalam film Sakhavu. She made her Bollywood debut in 2017 through the film Daddy opposite to Arjun Rampal She acted in her two career breakthrough roles as Padma in Vetrimaran's Vada Chennai opposite to Dhanush and as a female cricketer in her solo film Kanaa. She received Tamil Nadu State Film Award for Best Actress for the 2014 film Kaaka Muttai at Tamil Nadu State Film Awards.",Aishwarya Rajesh
http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Jacqueline_FBA_2017.jpg/220px-Jacqueline_FBA_2017.jpg,,"Jacqueline Fernandez (born 11 August 1985) is a Sri Lankan actress, former model, and the winner of the Miss Universe Sri Lanka pageant of 2006 who predominantly works in Bollywood. In 2009, she debuted in Bollywood with the movie Aladin and since then has established a career in the industry. Jacqueline is also known as the Jacq of hearts in India. Born into a multiracial family of Canadian, Sri Lankan, and Malaysian descent, Fernandez was raised in Bahrain. After graduating in mass communication from the University of Sydney and working as a television reporter in Sri Lanka, she joined the modeling industry. She was crowned Miss Universe Sri Lanka in 2006, and represented her country at Miss Universe 2006.
While on a modelling assignment in India in 2009, Fernandez successfully auditioned for Sujoy Ghosh's fantasy drama Aladin, which marked her acting debut. Fernandez had her breakthrough role with the psychological thriller Murder 2 (2011), her first commercial success. This was followed by glamorous roles in the commercially successful ensemble-comedy Housefull 2 (2012) and the action thriller Race 2 (2013), which garnered her an IIFA Award for Best Supporting Actress nomination. Fernandez went on to star in the top-grossing action film Kick (2014) and the comedies Housefull 3 (2016) and Judwaa 2 (2017).
Alongside her screen acting career, Fernandez has worked as a judge in the ninth season of the dance reality show Jhalak Dikhhla Jaa (2016–2017), is a popular celebrity endorser for various brands and products, has participated in stage shows, and is active in humanitarian work.",Jacqueline Fernandez
http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Izabelle_Leite.jpg/220px-Izabelle_Leite.jpg,,"Izabelle Leite (born 2 September 1990) is a Brazilian actress and model.
She works predominantly in the Indian film industry.",Izabelle Leite
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Jayabharathi_at_61st_FF_%28cropped%29.jpg/220px-Jayabharathi_at_61st_FF_%28cropped%29.jpg,,"Jayabharathi is an Indian actress who started her career at a young age of 13 in late 1968. She is a two-time winner of the Kerala State Film Award for best actress.Jayabharathi's first leading role was given by director P. Bhaskaran for his movie Kattukurangu in 1969. Later she became one of the most successful Malayalam film actresses and performed with such notable leading men as Prem Nazir, Madhu, Vincent, Jayan, M. G. Soman, Kamal Haasan and Rajinikanth. Jayabharathi-MG Soman was a famous on-screen pair of the 1970s and early 1980s. She won the Kerala State Film Awards for her performances in various films in 1972 and Madhavikutty in 1973. One of her famous films was Rathinirvedam, directed by Bharathan, in which she played a woman who fell in love with a boy younger than her. 
Rathinirvedam is regarded as a landmark in Indian film history. It is one of the most sensuous movies of all time, and is said to have redefined the art of movie making in South India. The extremely erotic scenes performed by Jayabharathi sent heat waves across Kerala. Even when some of the intelligentsia predicted the beginning of a new era of parallel cinema, a major section of Malayalis were on the warpath saying that mainstream Malayalam cinema had degenerated to porn. But in spite of the criticism, Rathinirvedam became one of the biggest box office hits in Kerala's history.  It inspires similar productions all over South India, even decades after its release.After being trained since the age of five under Kalamandalam Natarajan, Rajaram (a student of Vazhuvoor Ramaiah Pillai) and Vazhuvoor Samraj Pillai, Jayabharathi entered films as a teenager. Life revolved around film studios, dance rehearsals and stage performances. The actress is busy these days with her dance school Aswathi Arts Academy, which she runs from home. She is also starting another one in Coimbatore. In 2003, Jayabharathi performed in nine temples in and around Kerala.

",Jayabharathi
No Images Found,,"Jayasudha Kapoor (born Sujatha Nidudavolu) is an Indian film actress who predominantly appears in Telugu cinema. She was also a former MLA for the Congress in Secunderabad. She has also worked in Tamil, Malayalam, Hindi and Kannada films. She has received seven state Nandi Awards of Andra Pradesh, and seven Filmfare Awards South.",Jayasudha
No Images Found,,"Jayamalini (or Jaya Malini) is an Indian film actress who is famous for her vamp roles and item numbers.
She acted in more than 500 Tamil, Telugu, Malayalam, Kannada and Hindi movies.",Jayamalini
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,,"Hema Prabhath is an Indian film actress in the Kannada film industry. Some of the films of Hema Prabhath as an actress include America! America!! (1995), Dore (1995), Ravimama (1999).
Hema teaches dance to students in theater group, Prabhat Kalavidaru.",Hema Prabhath
No Images Found,,"Heera is a former Indian film actress from 1991 to 1999. She has appeared in several Tamil, Malayalam, Telugu, Kannada and Hindi films.",Heera Rajagopal
http://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Honey_Rose_2019.jpg/220px-Honey_Rose_2019.jpg,,"Honey Rose Varghese (born 9 May 1991) is an Indian film actress, who predominantly appears in Malayalam films. She also appeared in a few Tamil, Kannada and Telugu films.",Honey Rose
http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Hrishitaa_Bhatt_during_trailer_launch_of_the_film_%27Chal_Jaa_Bapu%27.jpg/220px-Hrishitaa_Bhatt_during_trailer_launch_of_the_film_%27Chal_Jaa_Bapu%27.jpg,,"Hrishitaa Bhatt (born 10 May 1981), also spelled as Hrishita Bhat, is an Indian actress and model. She debuted in the film Asoka (2001) opposite Shahrukh Khan, but it was Haasil (2003) that brought her fame. Bhatt got acclaimed for this role and appeared in films like Ab Tak Chhappan and Jigyaasa, thereafter. In 2008, she appeared in IshQ Bector's music video Daaku Daddy with Shakti Kapoor. She currently presents the famous Rangoli program in DD National.",Hrishitaa Bhatt
http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Helen_at_Kallista_Spa_opening.jpg/220px-Helen_at_Kallista_Spa_opening.jpg,,"Helen Anne Richardson Khan (born Helen Anne Richardson on 21 November 1938), known mononymously as Helen, is an Indian film actress and dancer who is best known for her work in Hindi films. She has received two Filmfare awards and has appeared in over 700 films, and is often cited as one of the most popular nautch dancers of her time. In 2009, Helen was awarded with the Padma Shri by the Government of India. She was the inspiration for four films and a book, and is the second wife of veteran writer-producer Salim Khan.

",Helen (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Hazel_Keech_at_the_launch_of_%27Dongri_To_Dubai%27_book_%281%29.jpg/220px-Hazel_Keech_at_the_launch_of_%27Dongri_To_Dubai%27_book_%281%29.jpg,,"Hazel Keech (born 1986/1987 (age 33–34)), also known by her married name Gurbasant Kaur, is a British−Mauritian film actress and model who has appeared in Indian television programs and films. She has appeared in Billa and Bodyguard as well as in a Suzuki advertisement. She danced in the Frankfinn Music remix item number, ""Kahin Pe Nigahaen"". She appeared in the reality television programme Bigg Boss 7 in 2013.",Hazel Keech
http://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Hema_malini_bhungama1.jpg/220px-Hema_malini_bhungama1.jpg,,"Hema Malini (born 16 October 1948) is an Indian actress, writer, director, producer, dancer and politician. In 1962, she made her acting debut in the Tamil film Ithu Sathiyam. Malini first acted in a main role in Sapno Ka Saudagar (1968), and went on to feature in numerous Bollywood films, primarily as the lead actress. In most of her films, she starred opposite her husband Dharmendra and with Rajesh Khanna and Dev Anand. Malini was initially promoted as the ""Dream Girl"", and in 1977 starred in a film of the same name. She has played both comic and dramatic roles, as well as being a dancer. She was one of the highest paid Indian actresses from 1976 to 1980.During her career, she received eleven nominations for the Filmfare Award for Best Actress, winning the award in 1973. In 2000, Malini won the Filmfare Lifetime Achievement Award and also the Padma Shri, the fourth-highest civilian honour awarded by the Government of India. In 2012, the Sir Padampat Singhania University conferred an Honorary Doctorate on Malini in recognition of her contribution to Indian cinema. Malini served as chairperson of the National Film Development Corporation. In 2006, Malini received the Sopori Academy of Music And Performing Arts (SaMaPa) Vitasta award from Bhajan Sopori in Delhi for her contribution and service to Indian culture and dance. In 2013, she received the NTR National Award from the Government of Andhra Pradesh for her contribution to Indian cinema.From 2003 to 2009, Malini was elected to the Rajya Sabha, the upper House of parliament, as a representative of the Bharatiya Janata Party. In 2014, Malini was elected to the Lok Sabha. Malini has been involved with charitable and social ventures. Currently, Malini is also a life member of the International Society for Krishna Consciousness (ISKCON). She was the top successful actress of her time. She has been praised by critics for her dancing and acting.",Hema Malini
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,,"Hema V. Bellur is an Indian film actress in the Kannada film industry, and a theatre artist in Karnataka, India. Some of the notable films of Hema Bellur as an actress include Vaalee (2001), Kiladi (2000), Mysore Huli (2001) and Dumbee (2003).",Hema Bellur
No Images Found,,"Harshika Poonacha is an Indian actress who mainly works in Kannada films and also in Konkani, Kodava, Telugu and Malayalam films. She rose to fame with the 2008 Kannada film PUC.",Harshika Poonacha
http://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Gul_LFW-2017.jpg/220px-Gul_LFW-2017.jpg,,"Gul Panag (born Gulkirat Kaur Panag, 3 January 1979; Chandigarh, India) is an Indian actress, voice actress, model, and former beauty queen who competed in the Miss Universe pageant. Panag began her career in Bollywood, with the 2003 film Dhoop. Since then, she has worked in films like Jurm and the TV series Kashmeer. Her notable films include Dor, Dhoop, Manorama Six Feet Under, Hello, Straight, and Ab Tak Chhappan 2.
She played a commoner, fighting hard to save her husband from going to the gallows, in the 2006 Nagesh Kukunoor film, Dor. In 2008, she acted in the films Hello and Summer 2007. In 2009, she appeared in the movie Straight. She featured in Rann in a role attempting to stop her boy friend from doing the right thing. Panag appeared on the front page of Maxim with whom she did a photo shoot in September 2008. She debuted in Punjabi movies with Sarsa. She was the Aam Aadmi Party candidate from Chandigarh for 2014 Lok Sabha Elections.",Gul Panag
http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Hansika_Motwani_celebrates_her_birthday_at_Arth_Bar_%2806%29.jpg/220px-Hansika_Motwani_celebrates_her_birthday_at_Arth_Bar_%2806%29.jpg,,"Hansika Motwani is an Indian actress who mainly appears in Tamil films. She also appears in Telugu and Hindi films, and has done a number of films in Malayalam and Kannada. Hansika made her film debut in Telugu cinema with Desamuduru film, and became the recipient of numerous accolades, including Filmfare Award for Best Female Debut – South.
Motwani appeared in a couple of Telugu movies, including Kantri and Maska. She started her career in Tamil cinema with Mappillai film and then appeared in several highest-grossing Tamil films such as Engeyum Kadhal, Velayudham, Oru Kal Oru Kannadi and Theeya Velai Seiyyanum Kumaru. She debuted in Malayalam cinema with Villain film.",Hansika Motwani
No Images Found,,"Harini (born 1937) is a former actress in the Kannada cinema. She was active during the 1950s and 1960s, retiring at the peak of her career. As of 2006 she lived in Bangalore.",Harini (Kannada actress)
http://upload.wikimedia.org/wikipedia/commons/b/ba/GowriPandit.jpg,,Gowri Pandit is an Indian model and actress. She made her acting debut in the 2005 film Andhrudu. She also appeared in Hero Honda commercial with Barun Sobti.,Gowri Pandit
No Images Found,,Gowri Munjal (born 10 August 1985) is an Indian film actress and model. She has frequently appeared in South Indian films and is probably best known for her performance as Mahalakshmi Somaraju in her debut film Bunny.,Gowri Munjal
http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Gopika_2008.jpg/220px-Gopika_2008.jpg,,"Gopika (born 1 february 1984 as Girly Anto) is an Indian film actress, who has predominantly starred in Malayalam films. Starting her career as a model, she ventured into acting with the film Pranayamanithooval (2002). She went on to appear in over 35 films, working in the Tamil, Telugu and Kannada film industries as well. She is well known for her role in Autograph, directed by Cheran.",Gopika
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,,Geeta Bali  (1930 ‒ 21 January 1965) was an Indian film actress who appeared in Hindi language films. She was considered one of the most spontaneous and expressive stars of Bollywood for her acting.,Geeta Bali
http://upload.wikimedia.org/wikipedia/commons/0/04/Gayatri_Joshi_in_2018.jpg,,Gayatri Joshi (Hindi: गायत्री जोशी; born 20 March 1977) is a model turned former Bollywood actress. Her first and only film was Swades (2004).,Gayatri Joshi
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,,"Elina Samantray, also known as Elina, is an Indian actress. She started her career with the film Ishq Tu Hi Tu. She was the winner of the first season of the reality television show Kie Heba Mo Heroine, which was broadcast on Tarang TV.",Elina Samantray
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Esha_Gupta_walks_the_ramp_for_Amit_Aggarwal_at_Lakme_Fashion_Week_2017.jpg/220px-Esha_Gupta_walks_the_ramp_for_Amit_Aggarwal_at_Lakme_Fashion_Week_2017.jpg,,"Esha Gupta ()(born 28 November 1985) is an Indian film actress, Model and the winner of the Miss India International title of 2007. She has established a career in Bollywood films.Gupta entered the Femina Miss India contest in 2007, where she placed third and won the Miss India International title, and later represented India at Miss International pageant. She soon received offers for film roles, and made her acting debut in the 2012 commercially successful crime thriller Jannat 2, that fetched her a nomination for the Filmfare Award for Best Female Debut. Gupta received praise for her portrayal in the political drama Chakravyuh (2012) but her performance in the comedy film Humshakals (2014) met with negative reviews. Her highest-grossing releases came with the horror thriller Raaz 3D (2013), the crime drama Rustom (2016), Baadshaho (2017), and the comedy Total Dhamaal (2019).",Esha Gupta
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Geeta_Basra_FilmiTadka.jpg/220px-Geeta_Basra_FilmiTadka.jpg,,Geeta Basra (born 13 March 1984) is a British actress who has appeared in Bollywood films. She is married to Indian cricketer Harbhajan Singh.,Geeta Basra
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Elli_Avram_graces_the_Elle_Beauty_Awards_2016_%2815%29.jpg/220px-Elli_Avram_graces_the_Elle_Beauty_Awards_2016_%2815%29.jpg,,"Elisabet Avramidou Granlund, (Greek: Ελισάβετ Αβραμίδου Γκράνλουντ; born 29 July 1990)  known professionally as Elli AvrRam, is a Swedish Greek actress and is now based in Mumbai, India. She is known for her Bollywood movie Kis Kisko Pyaar Karoon. AvrRam came to prominence after participating in the Indian reality TV show Bigg Boss.",Elli AvrRam
http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Ms_Ramya_at_the_presentation_of_the_film_Thananam_Thananam_during_the_37th_International_Film_Festival_%28IFFI-2006%29_at_Kala_Academy_in_Panaji%2C_Goa_%28cropped%29.jpg/220px-Ms_Ramya_at_the_presentation_of_the_film_Thananam_Thananam_during_the_37th_International_Film_Festival_%28IFFI-2006%29_at_Kala_Academy_in_Panaji%2C_Goa_%28cropped%29.jpg,,"Divya Spandana (born 29 November 1982), who was known professionally as Ramya (Kannada: ರಮ್ಯಾ Ramyā), is an Indian film actress and politician who was the Member of Parliament in the Lok Sabha from Mandya,  Karnataka.  She primarily works in Kannada film industry, but also appears in Tamil and Telugu language films. Ramya is the recipient of two Filmfare Awards South, an Udaya Award, and a Karnataka State Film Award.
Spandana made her acting debut in the 2003 Kannada-language film Abhi. Although she has sporadically worked in Tamil and Telugu films her work in Kannada film industry garnered her greater attention; she won the Udaya Award and Filmfare Award for Best Actress for the Amrithadhare (2005) and Tananam Tananam (2006) respectively. Her performance as the eponymous heroine in the 2011 romantic drama Sanju Weds Geetha garnered her further critical success and a Karnataka State Film Award for Best Actress. Ramya has also starred in the 2011 blockbuster fantasy film Katari Veera Surasundarangi and other commercially successful films including he 2016 epic-fantasy Nagarahavu.
Spandana joined the Indian National Congress in 2012 as a member of its youth wing; she later won a 2013 by-election to become a Member of Parliament for Mandya constituency in Karnataka, but was defeated in a general elections the following year.",Divya Spandana
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Bala_Hijam6.png/220px-Bala_Hijam6.png,,"Bala Hijam is an Indian film actress, who predominantly appears in Manipur films.  Besides this, she has also acted in one Malayalam thriller road film, titled Neelakasham Pachakadal Chuvanna Bhoomi. She is recognized as one of the most successful actresses of Manipur. She married Ningthoujam Dinesh Singh of Lilong Chajing on 18 March 2020.",Bala Hijam
No Images Found,,"Avantika Mishra is an Indian actress, former model. In 2014, she signed onto 3 Telugu film projects, followed by the film Maaya. She played the lead in Meeku Meere Maaku Meme alongside Tarun Shetty; the film was released on 17 June 2016. In 2017 she appeared in Nenjamellam Kadhal.",Avantika Mishra
