image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/en/thumb/9/94/HonnappaBhagavathar.JPG/220px-HonnappaBhagavathar.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/9/94/HonnappaBhagavathar.JPG/220px-HonnappaBhagavathar.JPG', 'path': 'full/89a10b3931c81793edf5b99fe55194a2b88fcd0c.jpg', 'checksum': '08672839a44e1814c907e29a42d08a08'}]","Honappa Bhagavatar, also known as C. Honnappa Bhagavathar (born Honappa, 14 January 1915 – 2 October 1992, Kannada: ಹೊನ್ನಪ್ಪ ಭಾಗವತರು, was an Indian theatre artist, film actor, producer, musician and singer. He was best known as a singer and as one of the pioneers of Kannada cinema. He was also active in Tamil cinema. His son Bharath Bhagavathar was also an actor who worked in Kannada films and serials.",Honnappa Bhagavathar
http://upload.wikimedia.org/wikipedia/en/thumb/3/39/I.S.Johar-pic.jpg/220px-I.S.Johar-pic.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/3/39/I.S.Johar-pic.jpg/220px-I.S.Johar-pic.jpg', 'path': 'full/344f1eea00a1af3624056370f7b1dc0cb712d43b.jpg', 'checksum': '1c581aeb1f087f797119e9b495313dc0'}]","Inder Sen Johar (16 February 1920 – 10 March 1984), better known as I. S. Johar, was an Indian actor, writer, producer and director.",I. S. Johar
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Inderpal_Singh_Portfolio_pic.JPG/220px-Inderpal_Singh_Portfolio_pic.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Inderpal_Singh_Portfolio_pic.JPG/220px-Inderpal_Singh_Portfolio_pic.JPG', 'path': 'full/33714fe09be39b66ae2b7d5feee570bd05435ab4.jpg', 'checksum': '527e38549587e41552023f8e023b1c67'}]","Inderpal Singh (IPA: [ɨɲɖɚɾɸɑ̃ɭ ʂɨɲɠħ]; is an Indian television anchor, film actor and writer. He made his film debut in 2006 in Dibakar Banerjee's comedy drama film Khosla Ka Ghosla, which won the National Film Award For Best Feature Film in India. Despite its small budget, upon release the film was a commercial success. Although Inderpal Singh just had a small cameo in the movie, he was later signed up for two bigger budget movies – Vicky Donor as taya ji and Besharam as bhura paaji.",Inderpal Singh
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Ileana_D%27Cruz_LFW.jpg/220px-Ileana_D%27Cruz_LFW.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Ileana_D%27Cruz_LFW.jpg/220px-Ileana_D%27Cruz_LFW.jpg', 'path': 'full/3f48e07ea7ec4c98f136d83207acacd00c4d97f8.jpg', 'checksum': 'b29390523dc08b2eefbbfa5c2c331dff'}]","Ileana D'Cruz (born 1 November 1986) is an Indian film actress who appears mainly in Telugu and Hindi films, but also in Tamil films.
D'Cruz won the Filmfare Award for Best Female Debut – South for the 2006 Telugu film Devadasu. She established herself in Telugu cinema with films including Pokiri (2006), Jalsa (2008), Kick (2009) and Julayi (2012). In Tamil cinema, D'Cruz has starred in Kedi (2006) and Shankar's Nanban (2012).In 2012, D'Cruz made her Hindi film debut with Anurag Basu's Barfi!. She then starred in Main Tera Hero (2014), Rustom (2016), and Raid (2018).",Ileana D'Cruz
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png', 'path': 'full/c158a89d0e792c2571c24fd6db98c0d91aefc851.jpg', 'checksum': '9668b2a09547a790f2b65de79fab1924'}]","Hiten Paintal (born 19 December 1978) is an Indian film and television actor. He is the son of veteran actor Kanwarjit Paintal and made his debut in the musical Tere Liye. He quit television in early 2008 and since then has been working on a few films. His next film titled ""30 Minutes"" releases on 11 November 2016 all over the world.",Hiten Paintal
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Harbhajan-Mann.jpg/220px-Harbhajan-Mann.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Harbhajan-Mann.jpg/220px-Harbhajan-Mann.jpg', 'path': 'full/db41057cdb3be5530f38d5b746bce96a75071f48.jpg', 'checksum': '54cd2cd7557bd5e5fbd00f35b3f428b7'}]","Harbhajan Mann (born 30 December 1965) is an Indian-Canadian singer, actor and film producer associated with Punjabi music and cinema. His movies include Jee Aayan Nu (2002), Asa Nu Mann Watnan Da (2002), Heer Ranjha (2009) and Jag Jeondeyan De Mele (2009).",Harbhajan Mann
http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Harshvardhan_Rane_graces_Vogue_Beauty_Awards_2017.jpg/220px-Harshvardhan_Rane_graces_Vogue_Beauty_Awards_2017.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Harshvardhan_Rane_graces_Vogue_Beauty_Awards_2017.jpg/220px-Harshvardhan_Rane_graces_Vogue_Beauty_Awards_2017.jpg', 'path': 'full/e2c9794a787ecd249e50e31a0b8f46b27986382c.jpg', 'checksum': '570aa06109edd89b57487e98d5a9f70b'}]","Harshavardhan Rane (born 16 December 1983) is an Indian film actor known for his works in Telugu cinema. He is best known for Thakita Thakita (2010), Prema Ishq Kaadhal (2013) and Anaamika (2014). In 2016, he made his Bollywood debut with Sanam Teri Kasam which received mixed reviews.

",Harshvardhan Rane
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/All_India_Trinamool_Congress_symbol.svg/100px-All_India_Trinamool_Congress_symbol.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/All_India_Trinamool_Congress_symbol.svg/100px-All_India_Trinamool_Congress_symbol.svg.png', 'path': 'full/6c12d33d244b5021f308946379a564a4f8b60fa2.jpg', 'checksum': '9d39ec0d7798c6385e8e587350fd55bf'}]","Hiran Chatterjee is an Indian Bengali film actor, writer, singer, producer, businessman and politician.",Hiran Chatterjee
http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/HarishKumar.jpg/220px-HarishKumar.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/HarishKumar.jpg/220px-HarishKumar.jpg', 'path': 'full/90f1566757e645ab44c51a3341e496db9243676d.jpg', 'checksum': '4ee1fbab6522c1fa38800a4f2331b4a7'}]",Harish Kumar (born 1 August 1975) is an Indian film actor.,Harish Kumar (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Harman_baweja.jpg/220px-Harman_baweja.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Harman_baweja.jpg/220px-Harman_baweja.jpg', 'path': 'full/c0673f23b5b1e47dbbe36864331a27131aceb480.jpg', 'checksum': '35dc68d76ffd4ecfe4ec3edff9b7f912'}]","Harman Baweja (born 13 November 1980) is an Indian actor, film producer and entrepreneur. He debuted in Bollywood with Love Story 2050.",Harman Baweja
http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Harisree_Ashokan_2007.jpg/220px-Harisree_Ashokan_2007.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Harisree_Ashokan_2007.jpg/220px-Harisree_Ashokan_2007.jpg', 'path': 'full/e40f3f9d0e5d942629d005e83f30a98853b657ec.jpg', 'checksum': 'ed92a9e8e110a689cb9871eb7ab3fc40'}]",Harisree Ashokan is an Indian film actor and director who is known for his comedy roles in Malayalam films. Ashokan has acted in more than 100 Malayalam films. He started his career as a mimicry artist in the troupe Harisree and then worked in Kalabhavan.,Harisree Ashokan
http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Himesh_Reshammiya_with_team_of_%27Humshakals%27_at_Hasee_House_on_Star_Plus.jpg/220px-Himesh_Reshammiya_with_team_of_%27Humshakals%27_at_Hasee_House_on_Star_Plus.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Himesh_Reshammiya_with_team_of_%27Humshakals%27_at_Hasee_House_on_Star_Plus.jpg/220px-Himesh_Reshammiya_with_team_of_%27Humshakals%27_at_Hasee_House_on_Star_Plus.jpg', 'path': 'full/bac1bad4ef54be0a11db10be6bc7902720fc1f41.jpg', 'checksum': '0e1f8f6e5417bc1bfbbb88d0fd0e9001'}]","Himesh Reshammiya (born 23 July 1973) is an Indian music director, lyricist, composer, producer, singer, screenwriter and film distributor who predominantly works in Bollywood. He started his career as music director in the film Pyaar Kiya To Darna Kya in 1998 and he made his acting debut with the film Aap Kaa Surroor in 2007.

",Himesh Reshammiya
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Hrithik_and_Rakesh.jpg/240px-Hrithik_and_Rakesh.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Hrithik_and_Rakesh.jpg/240px-Hrithik_and_Rakesh.jpg', 'path': 'full/6e0b2397509dfaf6e717c93907821a394463a56b.jpg', 'checksum': '325ae6ba81026bff37b24e88226ee3ff'}]","Hrithik Roshan (English:  , born 10 January 1974) is an Indian actor who appears in Bollywood films. He has portrayed a variety of characters and is known for his dancing skills. One of the highest-paid actors in India, he has won many awards, including six Filmfares, four for Best Actor and one each for Best Debut and Best Actor (Critics). Starting in 2012, he appeared in Forbes India's Celebrity 100 based on his income and popularity.
Roshan has frequently collaborated with his father, Rakesh Roshan. He made brief appearances as a child actor in several films in the 1980s and later worked as an assistant director on four of his father's films. His first leading role was in the box-office success Kaho Naa... Pyaar Hai (2000), for which he received several awards. Performances in the 2000 terrorism drama Fiza and the 2001 ensemble melodrama Kabhi Khushi Kabhie Gham... consolidated his reputation but were followed by several poorly received films.
The 2003 science fiction film Koi... Mil Gaya, for which Roshan won two Filmfare Awards, was a turning point in his career; he also appeared in its sequels: Krrish (2006) and Krrish 3 (2013). He earned praise for his portrayal of a thief in the 2006 adventure film Dhoom 2, Mughal emperor Akbar in the 2008 historical romance Jodhaa Akbar and a quadriplegic in the 2010 drama Guzaarish. He played the lead in the 2011 drama Zindagi Na Milegi Dobara, the 2012 revenge film Agneepath, the 2014 action comedy Bang Bang!, the 2019 biopic Super 30, and the 2019 action thriller War. The lattermost ranks as his highest-grossing release.
Roshan has also performed on stage and debuted on television with Just Dance (2011). As a judge on the latter, he became the highest-paid film star on Indian television. He is involved with a number of humanitarian causes, endorses several brands and products and has launched his own clothing line. Roshan was married for fourteen years to Sussanne Khan, with whom he has two children.",Hrithik Roshan
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/The_Director_General_%28M%26C%29_%26_Director%2C_DFF%2C_Shri_S.M._Khan_with_the_Director%2C_Shri_Nila_Madhab_Panda%2C_noted_Actor_Shri_Gulshan_Grover%2C_the_Child_Actor%2C_Harsh_Mayar_and_Ms._Ritu_Rath.jpg/1250px-thumbnail.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/The_Director_General_%28M%26C%29_%26_Director%2C_DFF%2C_Shri_S.M._Khan_with_the_Director%2C_Shri_Nila_Madhab_Panda%2C_noted_Actor_Shri_Gulshan_Grover%2C_the_Child_Actor%2C_Harsh_Mayar_and_Ms._Ritu_Rath.jpg/1250px-thumbnail.jpg', 'path': 'full/7d5355f44bca6d4800197c2f0d9f388195e3159f.jpg', 'checksum': '257e9afd4f1fdeb9ab75fc8cfd81e6ce'}]",Harsh Mayar (born 22 March 1998) is an Indian film actor working in Hindi Bollywood films. He won the National Film Award for Best Child Artist for his work in 2011 film I Am Kalam.,Harsh Mayar
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/9791391d5ba76b5ca60dad452d67f9ddef1b33db.jpg', 'checksum': '495840ff54ab70605e8484a7131a03d2'}]","Seshagiri Rao Yerra, popularly known as Giri Babu, is a South Indian actor from Ravinuthala village. He also directed several Telugu movies. His son, Raghu Babu, is a notable actor in Tollywood.",Giri Babu
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Girish_Karnad_Screening_Cornell.JPG/200px-Girish_Karnad_Screening_Cornell.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Girish_Karnad_Screening_Cornell.JPG/200px-Girish_Karnad_Screening_Cornell.JPG', 'path': 'full/5eb78f681e8ed0244a95f072a19733f3200e2631.jpg', 'checksum': '11ce6859b92024ce8b5f0fcc0b3dafa9'}]","Girish Karnad (19 May 1938 – 10 June 2019) was an Indian actor, film director, Kannada writer, playwright and a Rhodes Scholar, who predominantly worked in South Indian cinema and Bollywood.",Girish Karnad
http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Goundar-2.jpg/220px-Goundar-2.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Goundar-2.jpg/220px-Goundar-2.jpg', 'path': 'full/33a5c0c2615bc96ebd6f6985fbd532eed20f1062.jpg', 'checksum': 'd9c66a032dcb7691761e733b95b58ffb'}]","Subramaniyan Karuppaiya (born 25 May 1938), known by his stage name Goundamani, is an Indian film actor and legendary Tamil comedian. He is known for his comic duo partnership in Tamil films with fellow actor Senthil. He was called Goundamani after acting as a Gounder in one of his early day dramas and the pseudonym stuck with him forever. He has the ability to give counter dialogues on the spot and off the script on stage and during shooting but it has nothing to do with his screen name,  contrary to popular belief (as counter is a term that was popular only from the late 2000s). So far, he has acted in over 310 films.",Goundamani
http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/David_Dhawan_Govinda_Chunky_Pandey_still3.jpg/220px-David_Dhawan_Govinda_Chunky_Pandey_still3.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/David_Dhawan_Govinda_Chunky_Pandey_still3.jpg/220px-David_Dhawan_Govinda_Chunky_Pandey_still3.jpg', 'path': 'full/8a80f6204fe3b4e142ea79ba739879fd1f6e7255.jpg', 'checksum': '216b2a6470b55de4e9378610be4832c4'}]","Govind Ahuja (born 21 December 1963), known mononymously as Govinda,  is an Indian film actor, comedian, dancer, and former politician known for his work in Hindi films. Known for his slapstick performances and dancing skills, Govinda has received twelve Filmfare Award nominations, a Filmfare Special Award, a Filmfare Award for Best Comedian, and four Zee Cine Awards. The actor was a member of the Parliament of India from 2004 to 2009. Govinda's first film was 1986's Ilzaam, and he has appeared in over 165 Hindi films. In June 1999, he was voted the tenth-greatest star of stage or screen in a BBC News Online poll.During the 1980s, Govinda started out as an action and dancing hero and reinvented himself as a comedy hero in the '90s. His earlier box-office hits include Love 86, Ilzaam, Hatya, Jeete Hain Shaan Se and Hum. He was recognised in the 1990s decade as a comic actor after playing a mischievous young NCC cadet in the 1992 romance Shola Aur Shabnam. Govinda had lead roles in several commercially successful comedy films, including Aankhen (1993), Raja Babu (1994), Coolie No. 1 (1995), Andolan (1995), Hero No. 1 (1997), Deewana Mastana (1997), Dulhe Raja (1998), Bade Miyan Chote Miyan (1998), Anari No.1 (1999) and Jodi No. 1 (2001). He received a Filmfare Best Comedian Award for Haseena Maan Jayegi  and a Filmfare Special Award for Saajan Chale Sasural. He played six roles in Hadh Kar Di Aapne (2000): Raju and his mother, father, sister, grandmother and grandfather.
After a series of several unsuccessful films in the 2000s, his later commercial successes included Bhagam Bhag (2006),  Partner (2007), Life Partner (2009), and Holiday (2014) . In 2015 Govinda became a judge on Zee TV's dance-contest program, Dance India Dance Super Mom Season 2. The show received the highest TRP of any reality-show opening episode.Govinda (a member of the Indian National Congress) was elected the seventh member of parliament for the Mumbai North constituency of Maharashtra, India in the 14th Lok Sabha elections in 2004, defeating Ram Naik of the Bharatiya Janata Party.

",Govinda (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Gurmeet_Choudhary_at_Big_Life_OK_Now_Awards_2014.jpg/220px-Gurmeet_Choudhary_at_Big_Life_OK_Now_Awards_2014.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Gurmeet_Choudhary_at_Big_Life_OK_Now_Awards_2014.jpg/220px-Gurmeet_Choudhary_at_Big_Life_OK_Now_Awards_2014.jpg', 'path': 'full/0198abb52a315e0aa86422ca065dc66f75c14cb9.jpg', 'checksum': '52fad09a4e725d5c8451d4c6a2952c54'}]","Gurmeet Choudhary (born 22 February 1984) is an Indian film actor, television personality, dancer and martial artist. In 2017 Gurmeet was featured in the Top 10 List of the Sexiest Asian Man Alive, coming in at no. 8.Gurmeet rose to popularity through his portrayal of Lord Rama in the 2008 TV Series, Ramayan, Geet - Hui Sabse Parayi and Punar Vivah. 
He made his film debut with Fox Studio's psychological thriller, Khamoshiyan . He also won the fifth season of India's dance reality show Jhalak Dikhhla Jaa.

",Gurmeet Choudhary
http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/..Karnataka_Flag%28INDIA%29.png/25px-..Karnataka_Flag%28INDIA%29.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/..Karnataka_Flag%28INDIA%29.png/25px-..Karnataka_Flag%28INDIA%29.png', 'path': 'full/0402e3686b7c2d8a82885b118fb8193e078da609.jpg', 'checksum': 'f5b434d9cc614c98c7e5afa8b2ce887c'}]","Gubbi Veeranna (1891 – 1972) was an Indian theatre director and artist and a recipient of the Padmashree conferred by the President of India. He was one of the pioneers and most prolific contributors to Kannada theatre. He established the drama company, Gubbi Sree Channabasaveshwara Nataka Company, which played a crucial role in promoting the Kannada theatre field. He has been conferred the title Nataka Ratna meaning ""A Precious Jewel"" in the theatre world. Gubbi Veeranna Nataka Company is the first theatre company in Karnataka to employ female artists to portray female characters on the stage. Elephants and horses were also brought on stage in war scenes of Kurukshetra. There is a popular saying that the story of Gubbi Veeranna's company is itself the story of the Kannada theatre, which indicates the popularity of this company in the theatre world. Apart from theatre, Gubbi Veeranna has also produced films and acted in them as well.
In 1955, he was awarded the Sangeet Natak Akademi Award for acting, given by the Sangeet Natak Akademi, India's National Academy of Music, Dance & Drama, and the highest Indian recognition given to practising artists. The Government of India awarded him the fourth-highest civilian honour of the Padma Shri, in 1972, for his contributions to arts.",Gubbi Veeranna
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Girish_Kumar_1.jpg/220px-Girish_Kumar_1.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Girish_Kumar_1.jpg/220px-Girish_Kumar_1.jpg', 'path': 'full/179811e5c157d0aacb265f09e0944ea11e668fb5.jpg', 'checksum': '33201203f98b98fbe67cc8f5eda11444'}]","Girish Kumar Taurani (born 30 January 1989) is an Indian film actor working in the Hindi film industry. Girish made his Bollywood debut with the romantic comedy film Ramaiya Vastavaiya, opposite Shruti Haasan, which was released on 19 July 2013.",Girish Kumar
http://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Miss_Malini_Gemini_still.jpg/220px-Miss_Malini_Gemini_still.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Miss_Malini_Gemini_still.jpg/220px-Miss_Malini_Gemini_still.jpg', 'path': 'full/796ac6d84ae06ad5f270c2461dcd828080c76dc4.jpg', 'checksum': 'b9a2fd126236a6eac4759695efc9467d'}]","Ramasamy Ganesan (17 November 1920 – 22 March 2005), better known by his stage name Gemini Ganesan, was an Indian actor who worked mainly in Tamil cinema. He was nicknamed ""Kadhal Mannan"" (King of Romance) for the romantic roles he played in films. Ganesan was one of the ""three biggest names of Tamil cinema"", the other two being M. G. Ramachandran (known by his initials as MGR) and Sivaji Ganesan. While Sivaji Ganesan excelled in dramatic films and Ramachandran was popular as an action hero, Gemini Ganesan was known for his romantic films. A recipient of the Padma Shri in 1971, he had also won several other awards including the ""Kalaimamani"", the ""MGR Gold Medal"" and the ""Screen Lifetime Achievement Award"". He came from an intercaste family, and was one of the few graduates to enter the film industry at that time.Gemini Ganesan made his debut with Miss Malini in 1947, but was noticed only after playing the villain in Thai Ullam in 1953. After playing the lead role in Manam Pola Mangalyam (1954), he finally acquired star status. However, unlike Sivaji Ganesan or Ramachandran, Gemini Ganesan was not originally a stage performer, and was never involved in politics. In his long film career spanning over five decades, Ganesan acted in more than 200 films. His performances on the screen were enhanced by successful playback singers such as A. M. Rajah and P. B. Sreenivas. In spite of his celebrated film career, Ganesan's personal life, particularly his marriages to multiple women over the years, has often been a subject of criticism. He married the famous South Indian actress Savitri with whom he had a daughter and a son. He won two Filmfare Awards.

",Gemini Ganesan
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/29px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/29px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/0c4adde94a0d1d4a0daab6d884f67be27dd55e6d.jpg', 'checksum': '5075ab68561358e4a4d1edbc09a55e96'}]",Gangadhar was an Indian actor in the Kannada film industry. One of the lead actor in 1970s. He acted in over 80 films such as Sharapanjara.,Gangadhar
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png', 'path': 'full/c158a89d0e792c2571c24fd6db98c0d91aefc851.jpg', 'checksum': '9668b2a09547a790f2b65de79fab1924'}]","Feroz Khan (25 September 1939 – 27 April 2009), born Zulfiqar Ali Shah Khan, was an Indian actor, film editor, producer and director, who is best known for his work in hindi cinema. He appeared in over 60 films throughout his career, and became one of Bollywood's popular style icons. Khan is best known for his roles in films such as  Aurat (1967), Safar (1970), Mela (1971), Upaasna (1971), Apradh (1972), Khotte Sikkay (1974), Kala Sona (1975), Dharmatma (1975), and Qurbani (1980). He also directed and acted in films such as Janbaaz (1986), Dayavan (1988), Meet Mere Man Ke (1991), Yalgaar (1992), Prem Aggan (1998), Janasheen (2003), Om Shanti Om (2007), and Welcome (2007). He won the Filmfare Best Supporting Actor Award for Aadmi Aur Insaan in 1970, and was honoured with the Filmfare Lifetime Achievement Award in 2000.

",Feroz Khan (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Ganesh_Venkatraman_62nd_Britannia_Filmfare_South_Awards_%28cropped%29.jpg/220px-Ganesh_Venkatraman_62nd_Britannia_Filmfare_South_Awards_%28cropped%29.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Ganesh_Venkatraman_62nd_Britannia_Filmfare_South_Awards_%28cropped%29.jpg/220px-Ganesh_Venkatraman_62nd_Britannia_Filmfare_South_Awards_%28cropped%29.jpg', 'path': 'full/ef3935bf51861cf8f1666522cf739b0aa4f0f8b9.jpg', 'checksum': 'fc098dc8dcd97977b98dd15986ea0546'}]","Ganesh Venkatraman is an Indian actor who has acted in six different Indian regional film industries. He had acted in Radha Mohan's Abhiyum Naanum (2008), before working in Unnaipol Oruvan (2009) and Kandahar (2010).",Ganesh Venkatraman
http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Farooque_Shaikh_-_Actor.JPG/200px-Farooque_Shaikh_-_Actor.JPG,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Farooque_Shaikh_-_Actor.JPG/200px-Farooque_Shaikh_-_Actor.JPG', 'path': 'full/cf0cd6ecc1b43d7aa72aa39f2d6cd2048a86b04c.jpg', 'checksum': 'e320a9b8d81b9b9654153b1cde883b50'}]","Farooq Sheikh (25 March 1948 − 28 December 2013) was an Indian actor, philanthropist and television presenter. He was best known for his work in Hindi films from 1973 to 1993 and for his work in television between 1988 and 2002. He returned to acting in films in 2008 and continued to do so until his death on 28 December 2013. His major contribution was in Parallel Cinema or the New Indian Cinema. He worked with directors like Satyajit Ray, Sai Paranjpye, Muzaffar Ali, Hrishikesh Mukherjee and Ketan Mehta.He acted in serials and shows on television and performed on stage in productions such as Tumhari Amrita (1992), alongside Shabana Azmi, directed by Feroz Abbas Khan, and presented the TV show, Jeena Isi Ka Naam Hai (Season 1). He won the 2010 National Film Award for Best Supporting Actor for Lahore.

",Farooq Sheikh
http://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Epatkarachi.jpg/220px-Epatkarachi.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Epatkarachi.jpg/220px-Epatkarachi.jpg', 'path': 'full/d15c5857ca75f4f4d5340ddbe2012b059d92436f.jpg', 'checksum': '6e882b9eab5a52d18ccd8ecbfd9c7a93'}]","Fawad Afzal Khan (born 29 November 1981) is a Pakistani actor, producer, screenwriter, model and singer. He has received several awards, including a Filmfare Award, three Lux Style Awards and six Hum Awards.
Khan began his acting career on the television sitcom, Jutt and Bond. He formed an alternative rock band, Entity Paradigm, with the show's co-stars and began his music career as its lead singer. The band appeared on the finale of Pepsi Battle of the Bands in 2002 and Khan became known for its 2003 debut album, Irtiqa. After about 250 performances, he left the band to pursue a film career. Khan made his film debut with a supporting role in Shoaib Mansoor's sociodrama, Khuda Kay Liye (2007), one of Pakistan's highest-grossing films.
He had his first success in the television period drama, Dastaan (2010), for which he received the Best Male Actor Award at the Pakistan Media Awards. Khan played a lead role in the Pakistani television serial Humsafar (2011), and appeared in Sultana Siddiqui's family drama Zindagi Gulzar Hai (2012). For both performances, he received the Lux Style Award for Best Actor - Satellite. Khan made his Bollywood film debut with the lead role in the romantic comedy, Khoobsurat (2014), for which he received the Filmfare Award for Best Male Debut. He was praised for his portrayal of a closeted homosexual in the critically  and commercially successful family drama, Kapoor & Sons (2016).
In addition to acting, Khan has raised money for charitable organizations throughout Pakistan. He has endorsed several popular  brands and products. Khan has been listed among the ""Sexiest Asian Males"" by the British magazine Eastern Eye. He founded a clothing brand named Silk by Fawad with his wife, and has modelled for the brand.",Fawad Khan
http://upload.wikimedia.org/wikipedia/en/thumb/6/69/G._K._Govinda_Rao%2C_Kannada_actor%2C_writer.jpg/150px-G._K._Govinda_Rao%2C_Kannada_actor%2C_writer.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/6/69/G._K._Govinda_Rao%2C_Kannada_actor%2C_writer.jpg/150px-G._K._Govinda_Rao%2C_Kannada_actor%2C_writer.jpg', 'path': 'full/58fa3c8dc1c894e71bff3a952a4821e8b5e88c14.jpg', 'checksum': 'd96d537fc3757502cd66a1762bae44ae'}]","G. K. Govinda Rao is a writer, intellectual, professor of English and Kannada film actor from Karnataka, India.",G. K. Govinda Rao
http://upload.wikimedia.org/wikipedia/en/thumb/5/57/GV_Iyyer_Filmmaker.jpg/220px-GV_Iyyer_Filmmaker.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/5/57/GV_Iyyer_Filmmaker.jpg/220px-GV_Iyyer_Filmmaker.jpg', 'path': 'full/8ce6fac17775e4847603a511c4b818c83fa6eeb2.jpg', 'checksum': '220439d3198a219f39788b3c581d2fc1'}]","Ganapathi Venkataramana Iyer (3 September 1917 – 21 December 2003), popularly known as G. V. Iyer, was a well-known Indian film director and actor. He was nicknamed ""Kannada Bheeshma"", and was the only person who made movies in Sanskrit. His movie Adi Shankaracharya (1983) won four National Film Award, including Best Film, Best Screenplay, Best Cinematography and Best Audiography. His films were well known for their spiritual themes. He was born in 1917 in Nanjanagud in Mysore district of Karnataka state in South India. His most critically acclaimed films were Bhagavad Gita (1993), which won the National Film Award for Best Feature Film and was nominated for Best Film at the Bogotá Film Festival and Swami Vivekananda (1998), for which Mithun Chakraborty won the national award for Best Supporting Actor.",G. V. Iyer
